,Date,Region,Community,Turbidity(NTU),Ecoli_Count(CFU/100ml),Nitrate(mg/L),pH,Cholera_Cases,Typhoid_Cases,Diarrhea_Cases,Total_Waterborne_Cases,Risk_Level,Year,Month,Quarter,Time_Since_Start,Season
4578,2023-03-01,Rural,Gboko,1.22,26,7.07,6.53,3.0,2.0,1.0,6.0,Medium,2023,3,1,1520,Dry
4579,2023-06-01,Rural,Gboko,2.3,17,0.53,6.82,2.0,2.0,0.0,4.0,Low,2023,6,2,1612,Rainy
4580,2023-10-01,Rural,Gboko,0.0,28,11.77,6.6,0.0,0.0,0.0,0.0,Low,2023,10,4,1734,Rainy
4581,2023-01-13,Rural,Gboko,0.0,39,15.16,6.69,2.0,1.0,2.0,5.0,Medium,2023,1,1,1473,Dry
4582,2023-01-17,Rural,Gboko,0.8,36,14.42,6.62,2.0,1.0,2.0,5.0,Medium,2023,1,1,1477,Dry
4583,2023-01-20,Rural,Gboko,1.11,39,12.14,6.94,3.0,0.0,1.0,4.0,Low,2023,1,1,1480,Dry
4584,2023-01-24,Rural,Gboko,3.57,11,10.07,6.75,0.0,0.0,2.0,2.0,Low,2023,1,1,1484,Dry
4585,2023-01-27,Rural,Gboko,0.47,71,2.42,6.77,3.0,4.0,6.0,13.0,High,2023,1,1,1487,Dry
4586,2023-01-31,Rural,Gboko,2.79,19,0.03,7.24,4.0,3.0,1.0,8.0,Medium,2023,1,1,1491,Dry
4587,2023-03-02,Rural,Gboko,0.32,38,12.79,7.12,3.0,1.0,1.0,5.0,Medium,2023,3,1,1521,Dry
4589,2023-10-02,Rural,Gboko,1.42,25,7.2,7.12,3.0,0.0,0.0,3.0,Low,2023,10,4,1735,Rainy
4590,2023-02-14,Rural,Gboko,0.04,33,0.37,6.91,2.0,1.0,1.0,4.0,Low,2023,2,1,1505,Dry
4591,2023-02-17,Rural,Gboko,1.99,50,13.94,6.6,3.0,3.0,3.0,9.0,Medium,2023,2,1,1508,Dry
4592,2023-02-21,Rural,Gboko,3.65,41,17.58,7.21,4.0,0.0,4.0,8.0,Medium,2023,2,1,1512,Dry
4593,2023-02-24,Rural,Gboko,1.51,2,13.42,6.28,1.0,0.0,1.0,2.0,Low,2023,2,1,1515,Dry
4594,2023-02-28,Rural,Gboko,0.94,34,15.96,7.07,2.0,0.0,2.0,4.0,Low,2023,2,1,1519,Dry
4595,2023-03-03,Rural,Gboko,2.59,20,10.11,6.95,0.0,0.0,2.0,2.0,Low,2023,3,1,1522,Dry
4596,2023-07-03,Rural,Gboko,3.61,13,6.41,6.25,3.0,0.0,0.0,3.0,Low,2023,7,3,1644,Rainy
4597,2023-10-03,Rural,Gboko,1.46,22,14.02,6.43,1.0,0.0,1.0,2.0,Low,2023,10,4,1736,Rainy
4599,2023-03-17,Rural,Gboko,4.13,43,10.43,6.57,1.0,2.0,3.0,6.0,Medium,2023,3,1,1536,Dry
4600,2023-03-21,Rural,Gboko,2.76,36,15.53,6.46,1.0,2.0,2.0,5.0,Medium,2023,3,1,1540,Dry
4601,2023-03-24,Rural,Gboko,0.77,48,7.29,6.75,2.0,0.0,0.0,2.0,Low,2023,3,1,1543,Dry
4602,2023-03-28,Rural,Gboko,2.78,16,9.01,6.55,0.0,1.0,4.0,5.0,Medium,2023,3,1,1547,Dry
4603,2023-03-31,Rural,Gboko,3.48,44,11.06,6.98,2.0,3.0,2.0,7.0,Medium,2023,3,1,1550,Dry
4605,2023-07-04,Rural,Gboko,2.89,22,7.75,6.86,2.0,4.0,2.0,8.0,Medium,2023,7,3,1645,Rainy
4606,2023-11-04,Rural,Gboko,1.22,0,13.33,6.76,1.0,0.0,0.0,1.0,Low,2023,11,4,1768,Dry
4607,2023-04-14,Rural,Gboko,3.8,38,24.76,7.18,2.0,1.0,0.0,3.0,Low,2023,4,2,1564,Rainy
4608,2023-04-18,Rural,Gboko,2.48,57,5.65,6.38,5.0,1.0,1.0,7.0,Medium,2023,4,2,1568,Rainy
4609,2023-04-21,Rural,Gboko,4.98,40,7.48,6.59,2.0,0.0,6.0,8.0,Medium,2023,4,2,1571,Rainy
4610,2023-04-25,Rural,Gboko,2.86,52,8.32,6.74,3.0,6.0,4.0,13.0,High,2023,4,2,1575,Rainy
4611,2023-04-28,Rural,Gboko,2.68,11,8.74,6.76,1.0,0.0,0.0,1.0,Low,2023,4,2,1578,Rainy
4612,2023-02-05,Rural,Gboko,2.08,26,8.85,6.58,0.0,0.0,1.0,1.0,Low,2023,2,1,1496,Dry
4613,2023-05-05,Rural,Gboko,5.04,29,6.63,6.33,3.0,0.0,2.0,5.0,Medium,2023,5,2,1585,Rainy
4614,2023-09-05,Rural,Gboko,1.3,44,7.19,7.55,4.0,0.0,5.0,9.0,Medium,2023,9,3,1708,Rainy
4615,2023-12-05,Rural,Gboko,0.0,18,8.02,6.55,2.0,0.0,1.0,3.0,Low,2023,12,4,1799,Dry
4616,2023-05-16,Rural,Gboko,0.63,45,5.44,6.79,3.0,2.0,1.0,6.0,Medium,2023,5,2,1596,Rainy
4617,2023-05-19,Rural,Gboko,1.33,22,18.38,6.67,5.0,0.0,0.0,5.0,Medium,2023,5,2,1599,Rainy
4618,2023-05-23,Rural,Gboko,0.22,47,5.39,7.03,4.0,2.0,2.0,8.0,Medium,2023,5,2,1603,Rainy
4619,2023-05-26,Rural,Gboko,3.17,64,12.58,7.03,4.0,1.0,5.0,10.0,High,2023,5,2,1606,Rainy
4620,2023-05-30,Rural,Gboko,2.46,0,1.34,6.91,0.0,0.0,1.0,1.0,Low,2023,5,2,1610,Rainy
4621,2023-02-06,Rural,Gboko,4.15,13,12.18,6.49,1.0,0.0,2.0,3.0,Low,2023,2,1,1497,Dry
4622,2023-06-06,Rural,Gboko,5.54,34,10.87,6.89,2.0,1.0,2.0,5.0,Medium,2023,6,2,1617,Rainy
4623,2023-09-06,Rural,Gboko,0.0,29,12.92,7.01,5.0,0.0,0.0,5.0,Medium,2023,9,3,1709,Rainy
4624,2023-06-13,Rural,Gboko,0.95,38,8.71,7.1,3.0,0.0,0.0,3.0,Low,2023,6,2,1624,Rainy
4625,2023-06-16,Rural,Gboko,3.41,30,15.28,6.88,3.0,0.0,1.0,4.0,Low,2023,6,2,1627,Rainy
4626,2023-06-20,Rural,Gboko,0.75,56,12.54,6.7,0.0,4.0,4.0,8.0,Medium,2023,6,2,1631,Rainy
4627,2023-06-23,Rural,Gboko,3.71,31,8.23,7.5,3.0,1.0,2.0,6.0,Medium,2023,6,2,1634,Rainy
4628,2023-06-27,Rural,Gboko,1.22,28,9.48,6.36,0.0,0.0,0.0,0.0,Low,2023,6,2,1638,Rainy
4629,2023-06-30,Rural,Gboko,2.67,29,11.16,6.57,1.0,0.0,1.0,2.0,Low,2023,6,2,1641,Rainy
4630,2023-04-07,Rural,Gboko,2.1,40,4.01,6.91,0.0,1.0,1.0,2.0,Low,2023,4,2,1557,Rainy
4631,2023-07-07,Rural,Gboko,1.98,14,9.38,6.63,3.0,1.0,0.0,4.0,Low,2023,7,3,1648,Rainy
4632,2023-11-07,Rural,Gboko,2.96,10,14.83,6.71,4.0,0.0,1.0,5.0,Medium,2023,11,4,1771,Dry
4633,2023-07-14,Rural,Gboko,3.63,14,12.94,6.74,1.0,0.0,1.0,2.0,Low,2023,7,3,1655,Rainy
4634,2023-07-18,Rural,Gboko,3.16,8,15.71,6.72,2.0,0.0,2.0,4.0,Low,2023,7,3,1659,Rainy
4635,2023-07-21,Rural,Gboko,0.49,40,10.44,6.96,1.0,3.0,3.0,7.0,Medium,2023,7,3,1662,Rainy
4636,2023-07-25,Rural,Gboko,0.81,53,16.22,6.4,3.0,0.0,1.0,4.0,Low,2023,7,3,1666,Rainy
4637,2023-07-28,Rural,Gboko,0.79,23,1.45,6.7,1.0,4.0,1.0,6.0,Medium,2023,7,3,1669,Rainy
4638,2023-01-08,Rural,Gboko,2.09,14,9.22,7.33,1.0,0.0,2.0,3.0,Low,2023,1,1,1468,Dry
4639,2023-04-08,Rural,Gboko,1.26,50,5.08,7.21,5.0,0.0,2.0,7.0,Medium,2023,4,2,1558,Rainy
4640,2023-08-08,Rural,Gboko,1.37,0,14.3,6.86,1.0,0.0,1.0,2.0,Low,2023,8,3,1680,Rainy
4641,2023-11-08,Rural,Gboko,2.43,27,21.34,6.25,1.0,0.0,2.0,3.0,Low,2023,11,4,1772,Dry
4642,2023-08-15,Rural,Gboko,3.72,47,4.63,6.79,5.0,0.0,3.0,8.0,Medium,2023,8,3,1687,Rainy
4643,2023-08-18,Rural,Gboko,0.0,34,16.21,6.91,1.0,0.0,3.0,4.0,Low,2023,8,3,1690,Rainy
4644,2023-08-22,Rural,Gboko,1.37,38,2.19,6.62,5.0,0.0,1.0,6.0,Medium,2023,8,3,1694,Rainy
4645,2023-08-25,Rural,Gboko,0.94,64,17.59,6.88,3.0,1.0,3.0,7.0,Medium,2023,8,3,1697,Rainy
4646,2023-08-29,Rural,Gboko,1.78,23,8.11,6.56,1.0,2.0,1.0,4.0,Low,2023,8,3,1701,Rainy
4647,2023-01-09,Rural,Gboko,4.35,9,14.6,6.15,0.0,1.0,1.0,2.0,Low,2023,1,1,1469,Dry
4648,2023-05-09,Rural,Gboko,1.4,0,8.76,6.92,0.0,0.0,0.0,0.0,Low,2023,5,2,1589,Rainy
4649,2023-08-09,Rural,Gboko,2.46,49,15.24,6.73,3.0,2.0,3.0,8.0,Medium,2023,8,3,1681,Rainy
4650,2023-12-09,Rural,Gboko,2.43,13,5.41,6.93,3.0,0.0,0.0,3.0,Low,2023,12,4,1803,Dry
4651,2023-09-15,Rural,Gboko,2.15,27,22.18,6.72,2.0,2.0,0.0,4.0,Low,2023,9,3,1718,Rainy
4652,2023-09-19,Rural,Gboko,1.32,18,13.47,6.4,0.0,2.0,1.0,3.0,Low,2023,9,3,1722,Rainy
4653,2023-09-22,Rural,Gboko,3.81,7,10.87,6.99,1.0,0.0,1.0,2.0,Low,2023,9,3,1725,Rainy
4654,2023-09-26,Rural,Gboko,4.4,26,13.95,6.51,2.0,0.0,1.0,3.0,Low,2023,9,3,1729,Rainy
4655,2023-09-29,Rural,Gboko,0.09,29,10.05,6.54,1.0,1.0,2.0,4.0,Low,2023,9,3,1732,Rainy
4656,2023-03-10,Rural,Gboko,2.23,24,13.33,6.94,1.0,1.0,1.0,3.0,Low,2023,3,1,1529,Dry
4657,2023-06-10,Rural,Gboko,0.4,40,17.89,7.4,0.0,0.0,3.0,3.0,Low,2023,6,2,1621,Rainy
4658,2023-10-10,Rural,Gboko,0.65,42,9.65,6.74,2.0,1.0,1.0,4.0,Low,2023,10,4,1743,Rainy
4659,2023-10-13,Rural,Gboko,4.92,30,3.83,7.03,1.0,3.0,1.0,5.0,Medium,2023,10,4,1746,Rainy
4660,2023-10-17,Rural,Gboko,2.04,30,6.71,6.67,2.0,0.0,4.0,6.0,Medium,2023,10,4,1750,Rainy
4661,2023-10-20,Rural,Gboko,2.38,51,3.55,7.15,3.0,1.0,2.0,6.0,Medium,2023,10,4,1753,Rainy
4662,2023-10-24,Rural,Gboko,2.16,13,6.66,7.08,0.0,0.0,1.0,1.0,Low,2023,10,4,1757,Rainy
4663,2023-10-27,Rural,Gboko,4.33,17,8.72,7.52,2.0,0.0,1.0,3.0,Low,2023,10,4,1760,Rainy
4664,2023-10-31,Rural,Gboko,0.61,11,11.12,6.61,2.0,2.0,0.0,4.0,Low,2023,10,4,1764,Rainy
4665,2023-03-11,Rural,Gboko,1.13,25,12.18,7.02,1.0,2.0,0.0,3.0,Low,2023,3,1,1530,Dry
4666,2023-07-11,Rural,Gboko,2.53,35,10.74,6.73,1.0,2.0,2.0,5.0,Medium,2023,7,3,1652,Rainy
4667,2023-10-11,Rural,Gboko,3.49,25,10.08,6.83,5.0,0.0,1.0,6.0,Medium,2023,10,4,1744,Rainy
4668,2023-11-14,Rural,Gboko,1.1,45,12.57,7.16,1.0,2.0,0.0,3.0,Low,2023,11,4,1778,Dry
4669,2023-11-17,Rural,Gboko,1.32,40,12.66,7.52,2.0,1.0,1.0,4.0,Low,2023,11,4,1781,Dry
4670,2023-11-21,Rural,Gboko,4.73,32,4.03,6.27,2.0,1.0,1.0,4.0,Low,2023,11,4,1785,Dry
4671,2023-11-24,Rural,Gboko,3.36,22,16.73,6.95,0.0,0.0,2.0,2.0,Low,2023,11,4,1788,Dry
4672,2023-11-28,Rural,Gboko,0.0,28,12.16,6.89,1.0,0.0,1.0,2.0,Low,2023,11,4,1792,Dry
4673,2023-01-12,Rural,Gboko,2.67,75,8.63,6.97,3.0,1.0,7.0,11.0,High,2023,1,1,1472,Dry
4675,2023-08-12,Rural,Gboko,1.71,20,9.59,6.91,1.0,0.0,0.0,1.0,Low,2023,8,3,1684,Rainy
4676,2023-12-12,Rural,Gboko,0.84,69,7.87,7.02,1.0,2.0,2.0,5.0,Medium,2023,12,4,1806,Dry
4678,2023-12-19,Rural,Gboko,2.8,12,13.32,6.88,1.0,0.0,0.0,1.0,Low,2023,12,4,1813,Dry
4679,2023-12-22,Rural,Gboko,0.0,0,18.4,6.68,0.0,0.0,0.0,0.0,Low,2023,12,4,1816,Dry
4680,2019-01-01,Rural,Nzega,2.42,40,12.84,6.62,3.0,1.0,3.0,7.0,Medium,2019,1,1,0,Dry
4681,2019-04-01,Rural,Nzega,1.9,28,5.7,7.11,0.0,1.0,1.0,2.0,Low,2019,4,2,90,Rainy
4682,2019-08-01,Rural,Nzega,4.32,0,3.09,6.57,1.0,0.0,1.0,2.0,Low,2019,8,3,212,Rainy
4684,2019-01-15,Rural,Nzega,2.47,28,1.92,7.02,1.0,0.0,0.0,1.0,Low,2019,1,1,14,Dry
4685,2019-01-18,Rural,Nzega,1.31,29,10.48,7.01,0.0,1.0,1.0,2.0,Low,2019,1,1,17,Dry
4686,2019-01-22,Rural,Nzega,4.56,18,2.67,6.41,2.0,1.0,1.0,4.0,Low,2019,1,1,21,Dry
4687,2019-01-25,Rural,Nzega,0.17,21,5.0,7.47,2.0,3.0,2.0,7.0,Medium,2019,1,1,24,Dry
4689,2019-01-02,Rural,Nzega,1.58,36,11.54,7.09,2.0,1.0,1.0,4.0,Low,2019,1,1,1,Dry
4690,2019-05-02,Rural,Nzega,6.57,50,16.11,6.79,2.0,3.0,0.0,5.0,Medium,2019,5,2,121,Rainy
4693,2019-02-15,Rural,Nzega,3.01,19,4.78,7.03,0.0,4.0,2.0,6.0,Medium,2019,2,1,45,Dry
4694,2019-02-19,Rural,Nzega,1.27,0,5.52,7.34,0.0,0.0,0.0,0.0,Low,2019,2,1,49,Dry
4695,2019-02-22,Rural,Nzega,4.73,34,1.98,7.16,4.0,2.0,2.0,8.0,Medium,2019,2,1,52,Dry
4696,2019-02-26,Rural,Nzega,2.21,7,9.44,7.43,1.0,1.0,0.0,2.0,Low,2019,2,1,56,Dry
4698,2019-05-03,Rural,Nzega,1.41,75,13.17,7.0,1.0,2.0,6.0,9.0,Medium,2019,5,2,122,Rainy
4699,2019-08-03,Rural,Nzega,3.95,44,10.32,6.26,1.0,0.0,1.0,2.0,Low,2019,8,3,214,Rainy
4700,2019-12-03,Rural,Nzega,2.2,0,1.88,6.88,1.0,0.0,0.0,1.0,Low,2019,12,4,336,Dry
4701,2019-03-15,Rural,Nzega,3.43,0,5.42,6.64,0.0,0.0,0.0,0.0,Low,2019,3,1,73,Dry
4702,2019-03-19,Rural,Nzega,3.17,11,8.28,6.72,0.0,1.0,1.0,2.0,Low,2019,3,1,77,Dry
4703,2019-03-22,Rural,Nzega,1.66,27,5.43,6.76,4.0,1.0,3.0,8.0,Medium,2019,3,1,80,Dry
4704,2019-03-26,Rural,Nzega,1.23,35,16.54,6.65,0.0,0.0,0.0,0.0,Low,2019,3,1,84,Dry
4705,2019-03-29,Rural,Nzega,0.0,35,3.62,6.81,2.0,2.0,1.0,5.0,Medium,2019,3,1,87,Dry
4706,2019-02-04,Rural,Nzega,0.0,46,15.79,6.16,3.0,1.0,1.0,5.0,Medium,2019,2,1,34,Dry
4707,2019-05-04,Rural,Nzega,0.42,43,8.25,7.02,2.0,2.0,2.0,6.0,Medium,2019,5,2,123,Rainy
4708,2019-09-04,Rural,Nzega,2.49,34,11.37,6.64,2.0,0.0,2.0,4.0,Low,2019,9,3,246,Rainy
4709,2019-12-04,Rural,Nzega,4.76,15,5.16,6.61,1.0,0.0,0.0,1.0,Low,2019,12,4,337,Dry
4710,2019-04-16,Rural,Nzega,2.21,56,5.04,6.41,6.0,4.0,3.0,13.0,High,2019,4,2,105,Rainy
4711,2019-04-19,Rural,Nzega,2.41,15,5.57,6.86,0.0,0.0,1.0,1.0,Low,2019,4,2,108,Rainy
4712,2019-04-23,Rural,Nzega,0.03,26,14.13,6.57,4.0,2.0,2.0,8.0,Medium,2019,4,2,112,Rainy
4713,2019-04-26,Rural,Nzega,3.21,64,6.11,6.87,3.0,0.0,4.0,7.0,Medium,2019,4,2,115,Rainy
4714,2019-04-30,Rural,Nzega,2.61,61,13.74,6.55,1.0,6.0,4.0,11.0,High,2019,4,2,119,Rainy
4715,2019-03-05,Rural,Nzega,1.76,73,11.41,6.11,2.0,3.0,1.0,6.0,Medium,2019,3,1,63,Dry
4716,2019-07-05,Rural,Nzega,1.77,0,7.36,6.8,1.0,0.0,1.0,2.0,Low,2019,7,3,185,Rainy
4717,2019-10-05,Rural,Nzega,2.4,15,12.88,7.32,1.0,2.0,1.0,4.0,Low,2019,10,4,277,Rainy
4718,2019-05-14,Rural,Nzega,0.55,15,14.68,7.29,1.0,0.0,0.0,1.0,Low,2019,5,2,133,Rainy
4719,2019-05-17,Rural,Nzega,0.0,39,9.02,6.76,1.0,0.0,1.0,2.0,Low,2019,5,2,136,Rainy
4720,2019-05-21,Rural,Nzega,3.36,55,1.33,6.84,1.0,1.0,4.0,6.0,Medium,2019,5,2,140,Rainy
4721,2019-05-24,Rural,Nzega,0.9,29,9.86,6.95,0.0,1.0,4.0,5.0,Medium,2019,5,2,143,Rainy
4722,2019-05-28,Rural,Nzega,2.83,48,3.39,6.47,2.0,1.0,1.0,4.0,Low,2019,5,2,147,Rainy
4723,2019-05-31,Rural,Nzega,0.0,42,12.95,6.79,4.0,0.0,2.0,6.0,Medium,2019,5,2,150,Rainy
4724,2019-04-06,Rural,Nzega,4.43,33,11.16,6.75,4.0,0.0,4.0,8.0,Medium,2019,4,2,95,Rainy
4725,2019-07-06,Rural,Nzega,3.89,42,6.2,6.96,5.0,0.0,1.0,6.0,Medium,2019,7,3,186,Rainy
4726,2019-11-06,Rural,Nzega,0.0,19,13.11,6.76,1.0,1.0,1.0,3.0,Low,2019,11,4,309,Dry
4727,2019-06-14,Rural,Nzega,1.94,46,12.42,6.63,1.0,2.0,3.0,6.0,Medium,2019,6,2,164,Rainy
4728,2019-06-18,Rural,Nzega,0.0,63,5.24,7.07,3.0,3.0,2.0,8.0,Medium,2019,6,2,168,Rainy
4729,2019-06-21,Rural,Nzega,2.87,14,14.8,6.82,1.0,0.0,0.0,1.0,Low,2019,6,2,171,Rainy
4730,2019-06-25,Rural,Nzega,0.0,17,22.47,6.81,1.0,1.0,1.0,3.0,Low,2019,6,2,175,Rainy
4731,2019-06-28,Rural,Nzega,2.41,59,3.36,7.24,3.0,3.0,3.0,9.0,Medium,2019,6,2,178,Rainy
4732,2019-02-07,Rural,Nzega,2.71,24,7.11,6.96,0.0,3.0,0.0,3.0,Low,2019,2,1,37,Dry
4733,2019-05-07,Rural,Nzega,2.63,51,14.13,6.31,3.0,1.0,3.0,7.0,Medium,2019,5,2,126,Rainy
4734,2019-09-07,Rural,Nzega,0.0,33,9.86,7.48,2.0,0.0,3.0,5.0,Medium,2019,9,3,249,Rainy
4735,2019-12-07,Rural,Nzega,2.22,100,8.45,6.56,5.0,2.0,4.0,11.0,High,2019,12,4,340,Dry
4736,2019-07-16,Rural,Nzega,2.19,27,15.89,6.67,2.0,1.0,2.0,5.0,Medium,2019,7,3,196,Rainy
4737,2019-07-19,Rural,Nzega,0.05,37,13.45,6.3,3.0,2.0,2.0,7.0,Medium,2019,7,3,199,Rainy
4738,2019-07-23,Rural,Nzega,2.67,15,11.68,6.66,2.0,0.0,0.0,2.0,Low,2019,7,3,203,Rainy
4739,2019-07-26,Rural,Nzega,3.02,41,12.25,6.34,1.0,5.0,4.0,10.0,High,2019,7,3,206,Rainy
4740,2019-07-30,Rural,Nzega,2.64,14,6.17,6.72,3.0,1.0,0.0,4.0,Low,2019,7,3,210,Rainy
4741,2019-02-08,Rural,Nzega,2.86,42,13.29,6.64,3.0,0.0,3.0,6.0,Medium,2019,2,1,38,Dry
4742,2019-06-08,Rural,Nzega,2.28,32,0.74,6.12,3.0,0.0,1.0,4.0,Low,2019,6,2,158,Rainy
4743,2019-09-08,Rural,Nzega,5.97,67,3.72,6.73,2.0,1.0,2.0,5.0,Medium,2019,9,3,250,Rainy
4744,2019-08-13,Rural,Nzega,0.79,3,6.66,7.15,0.0,0.0,1.0,1.0,Low,2019,8,3,224,Rainy
4745,2019-08-16,Rural,Nzega,2.03,51,2.92,6.98,4.0,1.0,2.0,7.0,Medium,2019,8,3,227,Rainy
4747,2019-08-23,Rural,Nzega,0.0,0,7.32,6.58,0.0,0.0,0.0,0.0,Low,2019,8,3,234,Rainy
4748,2019-08-27,Rural,Nzega,1.17,20,8.03,6.48,0.0,1.0,1.0,2.0,Low,2019,8,3,238,Rainy
4749,2019-08-30,Rural,Nzega,2.25,33,11.16,6.41,4.0,3.0,3.0,10.0,High,2019,8,3,241,Rainy
4750,2019-03-09,Rural,Nzega,3.65,0,8.66,6.41,0.0,0.0,1.0,1.0,Low,2019,3,1,67,Dry
4751,2019-06-09,Rural,Nzega,0.31,13,7.46,6.74,0.0,1.0,0.0,1.0,Low,2019,6,2,159,Rainy
4753,2019-09-13,Rural,Nzega,1.86,62,12.53,6.27,1.0,1.0,6.0,8.0,Medium,2019,9,3,255,Rainy
4754,2019-09-17,Rural,Nzega,2.44,36,12.49,6.61,1.0,2.0,2.0,5.0,Medium,2019,9,3,259,Rainy
4755,2019-09-20,Rural,Nzega,2.35,56,18.66,6.83,2.0,0.0,4.0,6.0,Medium,2019,9,3,262,Rainy
4756,2019-09-24,Rural,Nzega,0.21,23,9.48,7.04,1.0,1.0,1.0,3.0,Low,2019,9,3,266,Rainy
4757,2019-09-27,Rural,Nzega,0.0,0,10.67,7.17,0.0,0.0,0.0,0.0,Low,2019,9,3,269,Rainy
4758,2019-01-10,Rural,Nzega,1.85,17,7.69,6.92,1.0,0.0,1.0,2.0,Low,2019,1,1,9,Dry
4759,2019-04-10,Rural,Nzega,1.64,0,10.53,6.98,1.0,0.0,0.0,1.0,Low,2019,4,2,99,Rainy
4760,2019-08-10,Rural,Nzega,1.38,10,0.0,7.11,1.0,0.0,1.0,2.0,Low,2019,8,3,221,Rainy
4761,2019-11-10,Rural,Nzega,3.49,33,11.09,6.73,3.0,1.0,0.0,4.0,Low,2019,11,4,313,Dry
4763,2019-10-18,Rural,Nzega,0.65,28,4.15,6.87,1.0,3.0,3.0,7.0,Medium,2019,10,4,290,Rainy
4765,2019-10-25,Rural,Nzega,1.66,40,5.86,6.57,1.0,2.0,1.0,4.0,Low,2019,10,4,297,Rainy
4766,2019-10-29,Rural,Nzega,2.68,16,15.19,6.81,0.0,1.0,1.0,2.0,Low,2019,10,4,301,Rainy
4767,2019-01-11,Rural,Nzega,3.09,16,10.46,6.45,0.0,1.0,1.0,2.0,Low,2019,1,1,10,Dry
4770,2019-12-11,Rural,Nzega,0.01,20,12.44,6.91,0.0,1.0,1.0,2.0,Low,2019,12,4,344,Dry
4771,2019-11-15,Rural,Nzega,4.66,9,9.54,6.84,1.0,0.0,1.0,2.0,Low,2019,11,4,318,Dry
4772,2019-11-19,Rural,Nzega,1.63,10,10.01,7.51,3.0,0.0,0.0,3.0,Low,2019,11,4,322,Dry
4773,2019-11-22,Rural,Nzega,4.51,20,9.07,6.55,3.0,2.0,2.0,7.0,Medium,2019,11,4,325,Dry
4774,2019-11-26,Rural,Nzega,0.0,31,4.2,6.62,3.0,1.0,2.0,6.0,Medium,2019,11,4,329,Dry
4775,2019-11-29,Rural,Nzega,0.0,14,8.98,6.04,0.0,0.0,1.0,1.0,Low,2019,11,4,332,Dry
4776,2019-03-12,Rural,Nzega,1.52,55,8.76,6.62,2.0,3.0,1.0,6.0,Medium,2019,3,1,70,Dry
4777,2019-06-12,Rural,Nzega,1.12,36,13.24,7.26,2.0,1.0,1.0,4.0,Low,2019,6,2,162,Rainy
4778,2019-10-12,Rural,Nzega,1.15,16,16.55,7.14,0.0,1.0,3.0,4.0,Low,2019,10,4,284,Rainy
4779,2019-12-13,Rural,Nzega,1.2,29,3.94,6.81,3.0,2.0,1.0,6.0,Medium,2019,12,4,346,Dry
4780,2019-12-17,Rural,Nzega,4.29,19,16.57,6.22,2.0,2.0,0.0,4.0,Low,2019,12,4,350,Dry
4781,2019-12-20,Rural,Nzega,0.0,2,10.98,6.49,0.0,0.0,0.0,0.0,Low,2019,12,4,353,Dry
4782,2019-12-24,Rural,Nzega,6.36,16,11.78,6.94,2.0,4.0,1.0,7.0,Medium,2019,12,4,357,Dry
4783,2019-12-27,Rural,Nzega,0.0,20,14.81,6.77,0.0,0.0,0.0,0.0,Low,2019,12,4,360,Dry
4784,2019-12-31,Rural,Nzega,4.1,13,0.0,6.85,2.0,1.0,0.0,3.0,Low,2019,12,4,364,Dry
4785,2020-03-01,Rural,Nzega,1.35,43,13.89,6.91,3.0,2.0,2.0,7.0,Medium,2020,3,1,425,Dry
4786,2020-07-01,Rural,Nzega,0.0,22,13.11,7.02,0.0,0.0,0.0,0.0,Low,2020,7,3,547,Rainy
4787,2020-10-01,Rural,Nzega,0.85,0,9.37,6.41,0.0,0.0,0.0,0.0,Low,2020,10,4,639,Rainy
4788,2020-01-14,Rural,Nzega,4.59,0,10.0,7.02,3.0,3.0,0.0,6.0,Medium,2020,1,1,378,Dry
4789,2020-01-17,Rural,Nzega,3.86,7,15.31,6.86,0.0,2.0,0.0,2.0,Low,2020,1,1,381,Dry
4790,2020-01-21,Rural,Nzega,0.8,26,7.9,6.46,0.0,0.0,0.0,0.0,Low,2020,1,1,385,Dry
4791,2020-01-24,Rural,Nzega,2.45,50,9.54,6.84,1.0,0.0,2.0,3.0,Low,2020,1,1,388,Dry
4792,2020-01-28,Rural,Nzega,3.03,48,10.07,6.59,2.0,2.0,2.0,6.0,Medium,2020,1,1,392,Dry
4793,2020-01-31,Rural,Nzega,1.98,50,25.05,6.75,2.0,2.0,1.0,5.0,Medium,2020,1,1,395,Dry
4794,2020-04-02,Rural,Nzega,3.15,53,12.04,6.83,5.0,3.0,1.0,9.0,Medium,2020,4,2,457,Rainy
4795,2020-07-02,Rural,Nzega,2.56,17,13.75,7.2,1.0,1.0,0.0,2.0,Low,2020,7,3,548,Rainy
4796,2020-11-02,Rural,Nzega,2.9,40,6.5,6.79,0.0,1.0,1.0,2.0,Low,2020,11,4,671,Dry
4797,2020-02-14,Rural,Nzega,1.39,22,6.68,6.33,0.0,1.0,2.0,3.0,Low,2020,2,1,409,Dry
4798,2020-02-18,Rural,Nzega,2.34,10,7.45,6.23,1.0,1.0,1.0,3.0,Low,2020,2,1,413,Dry
4799,2020-02-21,Rural,Nzega,2.96,3,5.13,6.78,0.0,0.0,0.0,0.0,Low,2020,2,1,416,Dry
4800,2020-02-25,Rural,Nzega,2.54,57,7.09,7.1,5.0,3.0,3.0,11.0,High,2020,2,1,420,Dry
4801,2020-02-28,Rural,Nzega,4.19,33,7.69,6.81,5.0,0.0,4.0,9.0,Medium,2020,2,1,423,Dry
4802,2020-03-03,Rural,Nzega,0.31,4,11.44,6.66,1.0,0.0,0.0,1.0,Low,2020,3,1,427,Dry
